file_name,target
CF4-00229.xyz,-.25505655E+02
CF4-00230.xyz,-.25333712E+02
CF4-00231.xyz,-.25346722E+02
CF4-00232.xyz,-.25354153E+02
CF4-00233.xyz,-.25416427E+02
CF4-00234.xyz,-.25368209E+02
CF4-00235.xyz,-.25344324E+02
CF4-00236.xyz,-.25388740E+02
CF4-00237.xyz,-.25506117E+02
CF4-00238.xyz,-.25477407E+02
CF4-00239.xyz,-.25518426E+02
CF4-00240.xyz,-.25360031E+02
CF4-00241.xyz,-.25433968E+02
CF4-00242.xyz,-.25420387E+02
CF4-00243.xyz,-.25184587E+02
CF4-00244.xyz,-.25441952E+02
CF4-00245.xyz,-.25208292E+02
CF4-00246.xyz,-.25482116E+02
CF4-00247.xyz,-.25430137E+02
CF4-00248.xyz,-.25254799E+02
CF4-00249.xyz,-.25461572E+02
CF4-00250.xyz,-.25318680E+02
CF4-00251.xyz,-.25337683E+02
CF4-00252.xyz,-.25344478E+02
CF4-00253.xyz,-.25490379E+02
CF4-00254.xyz,-.25401883E+02
CF4-00255.xyz,-.25340264E+02
CF4-00256.xyz,-.25327833E+02
CF4-00257.xyz,-.25352375E+02
CF4-00258.xyz,-.25469206E+02
CF4-00259.xyz,-.25503107E+02
CF4-00260.xyz,-.25461675E+02
CF4-00261.xyz,-.25450779E+02
CF4-00262.xyz,-.25462669E+02
CF4-00263.xyz,-.25363121E+02
CF4-00264.xyz,-.25377016E+02
CF4-00265.xyz,-.25516950E+02
CF4-00266.xyz,-.25402839E+02
CF4-00267.xyz,-.25432043E+02
CF4-00268.xyz,-.25439689E+02
CF4-00269.xyz,-.25483757E+02
CF4-00270.xyz,-.25393456E+02
CF4-00271.xyz,-.25454013E+02
CF4-00272.xyz,-.25459187E+02
CF4-00273.xyz,-.25380965E+02
CF4-00274.xyz,-.25472297E+02
CF4-00275.xyz,-.25428206E+02
CF4-00276.xyz,-.25421558E+02
CF4-00277.xyz,-.25478745E+02
CF4-00278.xyz,-.25415091E+02
CF4-00279.xyz,-.25454253E+02
CF4-00280.xyz,-.25465660E+02
CF4-00281.xyz,-.25430533E+02
CF4-00282.xyz,-.25430458E+02
CF4-00283.xyz,-.25325474E+02
CF4-00284.xyz,-.25437444E+02
CF4-00285.xyz,-.25370174E+02
CF4-00286.xyz,-.25418379E+02
CF4-00287.xyz,-.25453434E+02
CF4-00288.xyz,-.25356673E+02
CF4-00289.xyz,-.25454048E+02
CF4-00290.xyz,-.25525367E+02
CF4-00291.xyz,-.25389300E+02
CF4-00292.xyz,-.25352606E+02
CF4-00293.xyz,-.25379062E+02
CF4-00294.xyz,-.25397540E+02
CF4-00295.xyz,-.25255448E+02
CF4-00296.xyz,-.25525132E+02
CF4-00297.xyz,-.25356931E+02
CF4-00298.xyz,-.25377918E+02
CF4-00299.xyz,-.25416982E+02
CF4-00300.xyz,-.25454898E+02
CF4-00301.xyz,-.25478379E+02
CF4-00302.xyz,-.25395576E+02
CF4-00303.xyz,-.25450819E+02
CF4-00304.xyz,-.25281195E+02
CF4-00305.xyz,-.25466474E+02
CF4-00306.xyz,-.25447991E+02
CF4-00307.xyz,-.25364521E+02
CF4-00308.xyz,-.25364635E+02
CF4-00309.xyz,-.25441237E+02
CF4-00310.xyz,-.25481509E+02
CF4-00311.xyz,-.25363105E+02
CF4-00312.xyz,-.25509186E+02
CF4-00313.xyz,-.25470663E+02
CF4-00314.xyz,-.25465439E+02
CF4-00315.xyz,-.25382115E+02
CF4-00316.xyz,-.25334492E+02
CF4-00317.xyz,-.25475511E+02
CF4-00318.xyz,-.25446494E+02
CF4-00319.xyz,-.25464196E+02
CF4-00320.xyz,-.25432632E+02
CF4-00321.xyz,-.25382755E+02
CF4-00322.xyz,-.25472366E+02
CF4-00323.xyz,-.25217515E+02
CF4-00324.xyz,-.25314418E+02
CF4-00325.xyz,-.25449073E+02
CF4-00326.xyz,-.25374504E+02
CF4-00327.xyz,-.25398967E+02
CF4-00328.xyz,-.25367432E+02
CF4-00329.xyz,-.25340902E+02
CF4-00330.xyz,-.25509834E+02
CF4-00331.xyz,-.25433541E+02
CF4-00332.xyz,-.25413090E+02
CF4-00333.xyz,-.25496217E+02
CF4-00334.xyz,-.25540595E+02
CF4-00335.xyz,-.25482805E+02
CF4-00336.xyz,-.25527720E+02
CF4-00337.xyz,-.25407422E+02
CF4-00338.xyz,-.25419701E+02
CF4-00339.xyz,-.25471078E+02
CF4-00340.xyz,-.25442504E+02
CF4-00341.xyz,-.25474867E+02
CF4-00342.xyz,-.25385181E+02
CF4-00343.xyz,-.25479032E+02
CF4-00344.xyz,-.25416900E+02
CF4-00345.xyz,-.25490367E+02
CF4-00346.xyz,-.25471556E+02
CF4-00347.xyz,-.25267020E+02
CF4-00348.xyz,-.25418989E+02
CF4-00349.xyz,-.25435861E+02
CF4-00350.xyz,-.25337704E+02
CF4-00351.xyz,-.25498799E+02
CF4-00352.xyz,-.25424563E+02
CF4-00353.xyz,-.25345953E+02
CF4-00354.xyz,-.25425454E+02
CF4-00355.xyz,-.25412661E+02
CF4-00356.xyz,-.25414364E+02
CF4-00357.xyz,-.25473162E+02
CF4-00358.xyz,-.25380382E+02
CF4-00359.xyz,-.25493808E+02
CF4-00360.xyz,-.25257705E+02
CF4-00361.xyz,-.25508070E+02
CF4-00362.xyz,-.25438920E+02
CF4-00363.xyz,-.25394671E+02
CF4-00364.xyz,-.25480350E+02
CF4-00365.xyz,-.25468030E+02
CF4-00366.xyz,-.25367355E+02
CF4-00367.xyz,-.25429786E+02
CF4-00368.xyz,-.25408294E+02
CF4-00369.xyz,-.25405410E+02
CF4-00370.xyz,-.25376222E+02
CF4-00371.xyz,-.25427267E+02
CF4-00372.xyz,-.25293550E+02
CF4-00373.xyz,-.25423341E+02
CF4-00374.xyz,-.25488465E+02
CF4-00375.xyz,-.25392817E+02
CF4-00376.xyz,-.25314160E+02
CF4-00377.xyz,-.25466783E+02
CF4-00378.xyz,-.25431097E+02
CF4-00379.xyz,-.25433100E+02
CF4-00380.xyz,-.25264670E+02
CF4-00381.xyz,-.25439727E+02
CF4-00382.xyz,-.25437732E+02
CF4-00383.xyz,-.25422173E+02
CF4-00384.xyz,-.25423078E+02
CF4-00385.xyz,-.25317113E+02
CF4-00386.xyz,-.25274538E+02
CF4-00387.xyz,-.25449108E+02
CF4-00388.xyz,-.25364344E+02
CF4-00389.xyz,-.25449693E+02
CF4-00390.xyz,-.25441408E+02
CF4-00391.xyz,-.25331849E+02
CF4-00392.xyz,-.25474644E+02
CF4-00393.xyz,-.25503685E+02
CF4-00394.xyz,-.25341466E+02
CF4-00395.xyz,-.25493578E+02
CF4-00396.xyz,-.25405787E+02
CF4-00397.xyz,-.25487477E+02
CF4-00398.xyz,-.25461510E+02
CF4-00399.xyz,-.25223929E+02
CF4-00400.xyz,-.25497948E+02
